City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,College,US,64.86,-147.8,10.0,77,90,3.36,light snow
331,Hasaki,JP,35.73,140.83,63.0,59,40,6.93,scattered clouds
332,Port Shepstone,ZA,-30.74,30.45,63.68,81,100,6.06,light rain
333,Valleyview,CA,55.07,-117.29,37.4,59,100,11.41,overcast clouds
334,Port-De-Bouc,FR,43.4,4.98,59.0,82,90,3.36,overcast clouds
335,Tasiilaq,GL,65.61,-37.64,32.0,96,100,8.05,overcast clouds
336,Camana,PE,-16.62,-72.71,64.9,77,92,6.53,overcast clouds
337,Kstovo,RU,56.15,44.2,41.0,86,90,8.95,overcast clouds
338,Tuatapere,NZ,-46.13,167.68,57.0,75,89,17.0,overcast clouds
339,Wete,TZ,-5.06,39.73,74.23,88,25,4.07,light rain
340,Kungurtug,RU,50.6,97.52,20.86,86,100,1.68,overcast clouds
341,Vallenar,CL,-28.57,-70.76,57.87,51,0,0.36,clear sky
342,Anadyr,RU,64.75,177.48,8.6,84,20,6.71,few clouds
343,Lethem,GY,3.38,-59.8,83.34,60,2,6.22,clear sky
344,Hofn,IS,64.25,-15.21,42.75,64,100,17.74,light rain
345,Sao Joao Da Barra,BR,-21.64,-41.05,70.61,88,100,13.27,overcast clouds
346,Aklavik,CA,68.22,-135.01,-0.4,84,75,1.12,broken clouds
347,Nuevitas,CU,21.55,-77.26,75.2,94,91,3.36,light rain
348,Ostrovnoy,RU,68.05,39.51,27.72,95,100,19.66,overcast clouds
349,Verkhoyansk,RU,67.54,133.38,-6.57,88,92,3.47,overcast clouds
350,Bakchar,RU,57.02,82.07,34.36,90,100,11.81,overcast clouds
351,Semenyih,MY,2.95,101.84,80.6,83,20,8.05,shower rain
352,Monrovia,LR,6.3,-10.8,78.21,87,1,5.82,light rain
353,Sangueya,GN,10.7,-14.37,75.0,92,76,2.55,broken clouds
354,Mugan,CN,35.94,101.38,38.05,70,100,2.48,overcast clouds
355,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,44.6,56,40,11.18,scattered clouds
356,Ust-Tsilma,RU,65.44,52.15,33.4,93,95,8.55,overcast clouds
357,Port Hedland,AU,-20.32,118.57,87.8,55,0,12.75,clear sky
358,Kastamonu,TR,41.5,33.67,41.76,89,9,2.28,clear sky
359,Mormugao,IN,15.4,73.8,78.8,94,40,3.36,mist
360,Do Gonbadan,IR,30.36,50.8,53.6,51,0,2.21,clear sky
361,Cubuk,TR,40.24,33.03,44.01,93,0,2.24,clear sky
362,Nishihara,JP,26.18,127.76,82.4,41,20,14.99,few clouds
363,Belmonte,BR,-15.86,-38.88,77.0,83,40,6.93,scattered clouds
364,Ponnampet,IN,12.15,75.93,75.2,94,40,2.24,mist
365,Phek,IN,25.67,94.5,61.27,100,100,1.19,overcast clouds
366,Taos,US,36.41,-105.57,46.0,52,1,10.29,clear sky
367,Gainesville,US,29.65,-82.32,70.0,94,1,5.82,clear sky
368,Sandwick,GB,60.0,-1.25,50.0,81,93,42.5,light rain
369,Uarini,BR,-2.99,-65.11,69.24,99,100,2.26,overcast clouds
370,Villa Bisono,DO,19.56,-70.88,75.2,94,75,4.7,broken clouds
371,Komsomolskiy,UZ,40.43,71.72,37.4,44,99,6.93,overcast clouds
372,Saint-Philippe,RE,-21.36,55.77,64.4,68,90,9.17,light intensity drizzle rain
373,Verkh-Chebula,RU,56.03,87.62,34.14,90,100,11.23,overcast clouds
374,Dickinson,US,29.46,-95.05,64.4,82,1,6.93,clear sky
375,North Bend,US,43.41,-124.22,55.99,81,1,12.75,clear sky
376,Pingliang,CN,35.54,106.69,47.97,44,97,11.23,overcast clouds
377,Brae,GB,60.4,-1.35,50.0,81,96,42.5,light rain
378,Ilo,PE,-17.64,-71.34,63.81,80,94,3.49,overcast clouds
379,Saskylakh,RU,71.92,114.08,-6.43,86,14,8.25,few clouds
380,Kantemirovka,RU,49.71,39.86,51.13,82,95,14.12,overcast clouds
381,Kananga,CD,-5.9,22.42,69.17,93,99,1.16,overcast clouds
382,Guerrero Negro,MX,27.98,-114.06,69.46,57,62,8.9,broken clouds
383,Mayumba,GA,-3.43,10.66,76.82,89,100,3.31,moderate rain
384,Houston,US,29.76,-95.36,66.0,72,75,12.75,broken clouds
385,Trebic,CZ,49.21,15.88,50.0,100,90,8.05,mist
386,Oranjestad,AW,12.52,-70.03,84.2,79,40,16.11,scattered clouds
387,Sibolga,ID,1.74,98.78,80.35,78,100,0.22,light rain
388,Coquimbo,CL,-29.95,-71.34,53.6,93,9,3.36,clear sky
389,Saldanha,ZA,-33.01,17.94,55.4,58,0,6.93,clear sky
390,Carnarvon,AU,-24.87,113.63,75.2,64,40,17.22,scattered clouds
391,Skjervoy,NO,70.03,20.97,40.37,69,21,16.37,few clouds
392,Valparai,IN,10.37,76.97,78.8,94,40,2.24,mist
393,Andenes,NO,69.31,16.12,42.8,75,95,17.22,overcast clouds
394,Rypefjord,NO,70.63,23.67,39.2,69,1,14.99,clear sky
395,Kalabo,ZM,-14.97,22.68,71.98,34,67,4.54,broken clouds
396,Coihaique,CL,-45.58,-72.07,59.0,51,0,2.62,clear sky
397,Tacoronte,ES,28.48,-16.41,73.99,23,0,9.17,clear sky
398,Oriximina,BR,-1.77,-55.87,81.77,51,50,3.0,scattered clouds
399,Helena,US,46.59,-112.04,46.4,42,1,9.17,clear sky
400,Bonavista,CA,48.65,-53.11,30.99,68,71,9.17,broken clouds
401,Sabya,SA,17.15,42.63,82.4,78,20,5.82,few clouds
402,Santa Cruz De Tenerife,ES,28.47,-16.25,73.4,23,0,9.17,clear sky
403,Lima,PE,-12.04,-77.03,62.6,82,90,11.41,overcast clouds
404,Acarau,BR,-2.89,-40.12,78.78,85,38,12.95,scattered clouds
405,Saint-Denis,FR,48.92,2.33,57.2,76,0,9.17,clear sky
406,Tromso,NO,69.65,18.96,36.0,80,0,32.21,clear sky
407,Marang,MY,5.21,103.21,82.4,83,20,4.7,few clouds
408,Imeni Poliny Osipenko,RU,52.42,136.49,33.93,98,100,5.08,light rain
409,Kasulu,TZ,-4.58,30.1,66.36,70,100,1.9,overcast clouds
410,Gejiu,CN,23.31,103.16,59.41,97,65,3.4,broken clouds
411,Lavrentiya,RU,65.58,-171.0,22.05,90,0,7.9,clear sky
412,Ponta Pora,BR,-22.54,-55.73,63.3,90,0,4.09,clear sky
413,Santa Cruz,BO,-17.8,-63.17,77.0,41,32,9.17,scattered clouds
414,Tura,IN,25.52,90.22,73.09,92,99,1.28,overcast clouds
415,Itupiranga,BR,-5.13,-49.33,78.21,78,0,2.24,clear sky
416,Douentza,ML,15.0,-2.95,76.17,18,17,3.96,few clouds
417,Illapel,CL,-31.63,-71.17,55.49,65,0,1.01,clear sky
418,Poronaysk,RU,49.22,143.12,48.79,85,99,14.94,overcast clouds
419,Havre-Saint-Pierre,CA,50.23,-63.6,23.0,79,1,3.36,clear sky
420,Lagos,NG,6.58,3.75,80.6,88,20,2.24,thunderstorm
421,Yumen,CN,40.28,97.2,42.87,52,100,16.69,overcast clouds
422,Saint-Prosper,CA,46.21,-70.48,26.6,68,1,3.36,clear sky
423,Zhirnovsk,RU,50.98,44.77,47.93,60,100,7.25,overcast clouds
424,Mahanje,TZ,-9.93,35.33,61.7,89,6,1.9,clear sky
425,Krasnoselkup,RU,65.7,82.47,30.16,98,100,19.46,overcast clouds
426,Trinidad,BO,-14.83,-64.9,73.53,47,15,2.28,few clouds
427,Khabary,RU,53.63,79.53,32.94,94,78,10.0,broken clouds
428,Alyangula,AU,-13.85,136.42,89.6,55,0,6.93,clear sky
429,Da Nang,VN,16.07,108.22,80.6,83,40,5.82,scattered clouds
430,Raga,SS,8.46,25.68,72.12,76,49,2.57,scattered clouds
431,Kirakira,SB,-10.45,161.92,86.52,67,53,6.35,light rain
432,Visby,SE,57.64,18.3,50.0,81,5,12.75,clear sky
433,Turukhansk,RU,65.82,87.98,20.21,97,100,20.96,light snow
434,Alugan,PH,12.22,125.48,84.36,78,100,5.88,overcast clouds
435,Teguldet,RU,57.31,88.17,33.93,92,100,9.35,overcast clouds
436,Beyneu,KZ,45.32,55.2,45.77,56,95,12.44,overcast clouds
437,Kirsanov,RU,52.65,42.72,46.06,87,100,11.92,light rain
438,Whitehorse,CA,60.72,-135.05,9.0,71,90,12.75,light snow
439,Antofagasta,CL,-23.65,-70.4,59.0,82,90,9.17,overcast clouds
440,Naliya,IN,23.27,68.83,76.5,40,16,4.45,few clouds
441,Greenwood,US,34.17,-82.12,55.99,76,90,4.7,overcast clouds
442,Galesong,ID,-5.32,119.37,85.24,61,93,3.62,light rain
443,Bonthe,SL,7.53,-12.51,77.43,86,2,4.05,moderate rain
444,Englehart,CA,47.82,-79.87,35.6,69,90,21.92,overcast clouds
445,Lubango,AO,-14.92,13.49,64.6,68,100,1.59,overcast clouds
446,Quchan,IR,37.11,58.51,46.44,54,0,1.03,clear sky
447,Mabaruma,GY,8.2,-59.78,78.46,88,100,4.61,overcast clouds
448,Lingao,CN,19.91,109.69,76.78,77,36,12.39,scattered clouds
449,Easthampton,US,42.27,-72.67,32.0,100,1,1.81,clear sky
450,Waddan,LY,29.16,16.14,57.47,86,0,4.29,clear sky
451,Lorengau,PG,-2.02,147.27,85.84,71,17,9.08,few clouds
452,Santa Marta,CO,11.24,-74.2,79.0,87,100,1.01,moderate rain
453,Jardim De Piranhas,BR,-6.38,-37.35,79.09,65,41,14.2,scattered clouds
454,Kasongo-Lunda,CD,-6.47,16.82,69.73,92,100,0.02,light rain
455,Egvekinot,RU,66.32,-179.17,14.02,82,15,1.66,few clouds
456,Nanning,CN,22.82,108.32,71.6,94,75,2.24,light rain
457,Nuristan,AF,35.3,70.83,21.25,55,0,9.33,clear sky
458,Berlevag,NO,70.86,29.09,37.83,79,0,16.93,clear sky
459,Barcelos,PT,41.54,-8.62,62.6,93,90,12.75,overcast clouds
460,Tondi,IN,9.73,79.02,81.7,69,91,2.77,overcast clouds
461,Sfantu Gheorghe,RO,45.87,25.78,39.99,80,78,3.71,broken clouds
462,Excelsior Springs,US,39.34,-94.23,57.99,50,1,9.73,clear sky
463,Guangyuan,CN,32.44,105.82,61.0,48,43,14.0,scattered clouds
464,Madison Heights,US,42.49,-83.11,48.2,61,1,10.29,clear sky
465,Martapura,ID,-3.42,114.85,87.1,64,99,1.5,overcast clouds
466,Naigarhi,IN,24.78,81.78,70.2,34,0,5.19,clear sky
467,Mayo,US,38.89,-76.51,50.0,71,75,12.75,broken clouds
468,Wanning,CN,18.8,110.4,77.81,74,23,13.73,few clouds
469,Rapid City,US,44.08,-103.23,43.0,45,1,17.22,clear sky
470,Grand-Santi,GF,4.25,-54.38,77.43,78,75,5.26,broken clouds
471,Mandiana,GN,10.63,-8.68,74.35,49,100,1.39,overcast clouds
472,Ereymentau,KZ,51.62,73.1,32.0,86,56,7.94,broken clouds
473,Cairns,AU,-16.92,145.77,91.0,52,0,11.41,clear sky
474,Tshikapa,CD,-6.42,20.8,68.77,93,89,0.76,overcast clouds
475,Paamiut,GL,61.99,-49.67,24.46,93,75,7.0,light snow
476,Svetlogorsk,BY,52.63,29.73,45.93,82,99,13.73,overcast clouds
477,Hervey Bay,AU,-25.3,152.85,88.0,33,0,9.17,clear sky
478,Katherine,AU,-14.47,132.27,96.8,25,76,5.82,broken clouds
479,Necochea,AR,-38.55,-58.74,50.0,80,0,5.99,clear sky
480,Port Blair,IN,11.67,92.75,82.35,78,25,6.93,scattered clouds
481,Geraldton,AU,-28.77,114.6,59.0,93,90,10.29,moderate rain
482,Bechem,GH,7.09,-2.02,70.68,95,40,1.88,scattered clouds
483,Launceston,AU,-41.45,147.17,70.0,55,75,4.7,broken clouds
484,Senges,BR,-24.11,-49.46,59.0,99,67,4.0,broken clouds
485,Gornopravdinsk,RU,60.05,69.9,35.49,97,100,7.49,moderate rain
486,Okha,RU,53.57,142.95,41.05,77,100,17.67,overcast clouds
487,Puerto Leguizamo,CO,-0.19,-74.78,72.97,96,100,2.8,moderate rain
488,Kainantu,PG,-6.29,145.87,74.3,67,64,4.9,light rain
489,Paungde,MM,18.48,95.5,79.02,86,25,2.62,scattered clouds
490,Namatanai,PG,-3.67,152.43,86.59,65,22,3.85,few clouds
491,Vanimo,PG,-2.67,141.3,84.36,75,100,6.64,light rain
492,Roald,NO,62.58,6.13,57.2,58,98,18.34,light rain
493,Curvelo,BR,-18.76,-44.43,67.06,91,100,5.75,overcast clouds
494,Sambava,MG,-14.27,50.17,66.45,79,1,8.59,clear sky
495,Synya,RU,65.37,58.04,32.11,98,100,9.8,overcast clouds
496,Tuy Hoa,VN,13.08,109.3,80.08,84,68,11.7,light rain
497,Rincon,US,32.3,-81.24,66.2,82,90,8.05,overcast clouds
498,Los Llanos De Aridane,ES,28.66,-17.92,75.2,47,0,9.17,clear sky
499,California City,US,35.13,-117.99,71.6,12,1,4.7,clear sky
500,Margate,GB,51.38,1.39,53.01,66,100,5.01,overcast clouds
501,Sola,VU,-13.88,167.55,81.48,80,80,18.48,broken clouds
502,Shingu,JP,33.73,135.98,69.8,56,75,9.17,broken clouds
503,Henties Bay,NA,-22.12,14.28,55.0,93,67,5.01,broken clouds
504,Plettenberg Bay,ZA,-34.05,23.37,56.46,82,6,4.12,clear sky
505,Bjornevatn,NO,69.67,29.98,32.0,98,75,11.41,broken clouds
506,Maragogi,BR,-9.01,-35.22,76.64,87,100,8.5,overcast clouds
507,Peniche,PT,39.36,-9.38,64.99,88,100,5.99,overcast clouds
508,Marsa Matruh,EG,31.35,27.25,64.4,77,40,9.57,scattered clouds
509,Mubi,NG,10.27,13.26,73.36,31,0,3.49,clear sky
510,Urumqi,CN,43.8,87.6,35.6,59,0,4.47,clear sky
511,Thinadhoo,MV,0.53,72.93,83.35,71,98,6.4,overcast clouds
512,Teya,RU,60.38,92.63,18.66,93,100,7.43,overcast clouds
513,Hyeres,FR,43.12,6.12,57.0,100,75,3.36,mist
514,Peleduy,RU,59.63,112.74,4.33,89,20,2.77,few clouds
515,Kempsey,AU,-31.08,152.83,77.0,54,55,4.0,broken clouds
516,Purwodadi,ID,-7.09,110.92,80.62,79,67,2.68,broken clouds
517,Sabang,ID,5.89,95.32,82.4,76,97,8.7,overcast clouds
518,Venado Tuerto,AR,-33.75,-61.97,57.0,65,0,10.0,clear sky
519,Awbari,LY,26.59,12.78,57.87,57,0,7.07,clear sky
520,Erenhot,CN,43.65,111.98,31.68,75,77,7.54,broken clouds
521,Valle De Allende,MX,26.93,-105.4,63.93,32,0,5.75,clear sky
522,Msanga,TZ,-6.05,36.03,63.68,85,58,7.0,broken clouds
523,Uvira,CD,-3.41,29.15,74.12,56,92,4.34,overcast clouds
524,Makakilo City,US,21.35,-158.09,86.0,58,90,17.22,overcast clouds
525,Coahuayana,MX,18.73,-103.68,75.2,83,40,0.69,mist
526,Araceli,PH,10.55,119.99,83.52,75,100,11.39,overcast clouds
527,Kyshtovka,RU,56.55,76.63,33.19,93,95,11.36,overcast clouds
528,Marmora,IT,44.46,7.09,48.0,100,35,4.7,scattered clouds
529,Moose Factory,CA,51.26,-80.61,35.6,74,90,13.87,light rain
530,Merida,MX,20.97,-89.62,78.8,88,75,6.93,broken clouds
531,Oussouye,SN,12.48,-16.55,79.63,56,2,4.32,clear sky
532,Asau,RO,46.43,26.4,46.4,81,69,20.8,light intensity drizzle
533,El Estor,GT,15.53,-89.35,74.23,88,94,1.52,light rain
534,Boa Vista,BR,2.82,-60.67,82.4,74,40,3.96,light rain
535,Mogok,MM,22.92,96.5,72.66,76,67,0.94,broken clouds
536,Gat,IL,31.61,34.76,72.0,100,91,1.99,overcast clouds
537,Carahue,CL,-38.7,-73.17,55.4,87,0,2.24,clear sky
538,Khuzhir,RU,53.19,107.34,24.69,87,77,13.47,broken clouds
539,Savelugu,GH,9.62,-0.83,78.37,54,0,2.19,clear sky
540,Northam,GB,51.03,-4.22,54.0,88,100,15.01,overcast clouds
541,Redlands,US,34.06,-117.18,82.4,20,75,10.29,broken clouds
542,San Andres,CO,12.58,-81.7,81.84,82,100,14.56,overcast clouds
543,Lexington Park,US,38.27,-76.45,48.0,80,57,8.23,broken clouds
544,Luganville,VU,-15.53,167.17,84.2,70,20,13.87,few clouds
545,Inhambane,MZ,-23.86,35.38,72.54,71,70,11.27,broken clouds
546,Ahar,IR,38.48,47.07,54.07,38,0,4.88,clear sky
547,Sembakung,ID,3.82,117.25,83.82,69,88,3.36,overcast clouds
548,Tanout,NE,14.97,8.89,74.43,20,0,13.85,clear sky
549,Pampa,US,35.54,-100.96,60.8,50,1,11.41,clear sky
550,Aykhal,RU,66.0,111.5,-2.2,84,0,2.24,clear sky
551,Benguela,AO,-12.58,13.41,76.8,82,100,5.14,overcast clouds
552,Yar-Sale,RU,66.83,70.83,26.19,97,36,12.21,scattered clouds
553,Le Mans,FR,48.0,0.2,55.4,93,100,3.36,overcast clouds
554,Port Macquarie,AU,-31.43,152.92,77.0,40,20,1.99,few clouds
555,Rehoboth,NA,-23.32,17.08,62.71,27,0,5.48,clear sky
556,Weymouth,US,42.22,-70.94,35.6,64,0,10.29,clear sky
557,Nabire,ID,-3.37,135.48,86.81,63,67,5.73,broken clouds
558,Gurupi,BR,-11.73,-49.07,72.63,94,100,5.86,overcast clouds
559,Paris,FR,48.85,2.35,57.99,82,90,10.29,overcast clouds
560,Mbandaka,CD,0.05,18.26,71.17,94,11,2.08,few clouds
561,Kinshasa,CD,-4.32,15.32,78.8,88,40,4.7,scattered clouds
562,Salina,US,38.84,-97.61,60.8,31,1,13.87,clear sky
563,Kaeo,NZ,-35.1,173.78,79.0,58,6,5.01,clear sky
564,Caucasia,CO,7.99,-75.19,76.51,92,100,4.12,moderate rain
565,Iquique,CL,-20.22,-70.14,62.6,72,90,9.17,overcast clouds
566,Beloha,MG,-25.17,45.05,63.73,82,0,9.73,clear sky
567,Tolaga Bay,NZ,-38.37,178.3,73.92,42,99,2.66,overcast clouds
568,Merauke,ID,-8.47,140.33,86.56,54,55,14.29,broken clouds
569,Prince Albert,CA,53.2,-105.77,21.2,73,75,6.93,broken clouds
570,Kargasok,RU,59.06,80.86,33.15,94,100,12.01,overcast clouds
571,Krasnyy Yar,RU,46.53,48.35,50.0,71,40,2.24,scattered clouds
572,Caxito,AO,-8.58,13.66,77.0,88,75,5.82,broken clouds
573,Namie,JP,37.48,141.0,66.0,53,93,3.0,overcast clouds
574,Bourail,NC,-21.57,165.48,85.03,46,0,8.1,clear sky
575,Svecha,RU,58.28,47.52,28.36,97,0,5.7,clear sky
576,Bhuj,IN,23.27,69.67,75.54,39,1,4.34,clear sky
577,Kovdor,RU,67.57,30.48,28.38,98,96,6.08,overcast clouds
578,Serebryansk,KZ,49.69,83.29,23.0,92,20,3.89,fog
579,Rio Tercero,AR,-32.17,-64.11,61.02,43,0,5.35,clear sky
580,Ovalle,CL,-30.6,-71.2,51.64,78,0,1.05,clear sky
581,Ceres,US,37.59,-120.96,71.6,37,1,1.45,clear sky
582,San Cristobal,VE,7.77,-72.22,68.23,91,100,1.05,moderate rain
583,Pemangkat,ID,1.17,108.97,82.45,74,97,1.99,overcast clouds
584,Pokhara,NP,28.23,83.98,73.26,36,38,2.8,scattered clouds
585,Quatre Cocos,MU,-20.21,57.76,68.0,72,40,9.17,shower rain
586,Seoul,KR,37.57,126.98,57.2,93,90,4.7,light rain
587,Snyder,US,32.72,-100.92,68.0,40,1,5.82,clear sky
588,Sao Felix Do Xingu,BR,-6.64,-51.99,73.15,92,100,2.89,light rain
589,Harper,LR,4.38,-7.72,77.49,88,68,6.93,broken clouds
590,Nelson Bay,AU,-32.72,152.15,68.0,77,75,12.75,broken clouds
591,Nancha,CN,47.13,129.27,40.19,68,96,13.71,overcast clouds
592,Hanstholm,DK,57.12,8.62,53.01,93,100,8.01,overcast clouds
593,Pecos,US,31.42,-103.49,66.2,24,1,7.56,clear sky
594,Grindavik,IS,63.84,-22.43,39.2,86,75,2.24,broken clouds
595,Tigil,RU,57.8,158.67,38.79,72,100,7.83,overcast clouds
596,Monte Gordo,PT,37.18,-7.45,64.0,77,0,2.24,clear sky
597,Westport,US,41.14,-73.36,46.4,66,90,8.05,overcast clouds
598,Rawson,AR,-43.3,-65.1,71.29,25,0,24.36,clear sky
599,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.63,90,66,9.57,broken clouds
600,Torbay,CA,47.67,-52.73,33.01,88,75,19.46,broken clouds
601,Vanavara,RU,60.34,102.28,1.02,92,0,2.82,clear sky
602,Santa Maria,BR,-29.68,-53.81,62.6,72,0,11.41,clear sky
603,Lompoc,US,34.64,-120.46,64.4,82,1,8.05,clear sky
604,Pacific Grove,US,36.62,-121.92,63.0,63,1,2.8,clear sky
605,Vestmannaeyjar,IS,63.44,-20.27,40.75,73,0,11.95,clear sky
606,Pithoragarh,IN,29.58,80.22,56.75,47,94,1.74,overcast clouds
607,Lewiston,US,44.1,-70.21,33.01,95,1,8.05,clear sky
608,Myrtle Beach,US,33.69,-78.89,66.0,72,75,6.93,broken clouds
609,Choctaw,US,35.5,-97.27,62.6,48,1,4.7,clear sky
610,Amapa,BR,1.0,-52.0,77.14,81,0,4.0,clear sky
611,Kokopo,PG,-4.35,152.26,85.24,66,19,4.88,light rain
612,Flin Flon,CA,54.77,-101.86,12.33,95,0,3.89,clear sky
613,Half Moon Bay,US,37.46,-122.43,66.99,87,1,8.05,clear sky
614,Sarakhs,IR,36.54,61.16,50.0,31,0,4.7,clear sky
615,Comodoro Rivadavia,AR,-45.87,-67.5,53.6,87,0,0.63,clear sky
616,Turayf,SA,31.67,38.66,60.8,25,0,9.17,clear sky
617,Manalongon,PH,9.22,122.89,86.0,70,75,9.17,broken clouds
618,Shellbrook,CA,53.22,-106.4,21.2,73,75,6.93,broken clouds
619,Kruglolesskoye,RU,44.66,42.81,55.4,87,90,2.24,light rain
620,That Phanom,TH,16.94,104.71,82.99,78,40,2.24,mist
621,Acari,PE,-15.43,-74.62,65.84,69,66,2.64,broken clouds
622,Gisborne,NZ,-38.65,178.0,73.99,47,100,1.99,overcast clouds
623,Leua,SK,48.22,18.61,51.01,86,100,1.99,overcast clouds
624,Mindelo,CV,16.89,-24.98,75.2,69,40,23.04,scattered clouds
625,Wana,PK,32.3,69.57,48.99,35,0,3.74,clear sky
626,Havoysund,NO,71.0,24.66,39.2,69,0,14.99,clear sky
627,Monitos,CO,8.25,-76.05,75.87,88,100,5.7,overcast clouds
628,Boras,SE,57.72,12.94,52.0,93,75,12.75,broken clouds
629,Blenheim,NZ,-41.52,173.95,73.99,35,3,5.01,clear sky
630,Derazhnya,UA,49.27,27.43,44.69,88,100,15.46,overcast clouds
631,Tambun,ID,-6.26,107.07,90.0,78,20,10.29,few clouds
632,Revda,RU,56.8,59.93,33.8,100,90,8.95,light shower snow
633,Marsh Harbour,BS,26.54,-77.06,79.84,82,13,19.57,few clouds
634,Devils Lake,US,48.11,-98.87,28.4,68,20,23.04,few clouds
635,Ardesen,TR,41.19,40.99,62.6,88,20,10.29,few clouds
636,Samarai,PG,-10.62,150.67,83.01,76,90,10.47,overcast clouds
637,Labuhan,ID,-6.88,112.21,76.59,88,93,2.86,light rain
638,Montpelier,US,44.26,-72.58,33.01,63,1,4.7,clear sky
639,Clovis,US,36.83,-119.7,75.2,22,1,3.36,haze
640,Obo,CF,5.4,26.49,68.7,96,100,2.08,light rain
641,Pavilosta,LV,56.89,21.19,46.4,87,6,4.7,clear sky
642,Sistranda,NO,63.73,8.83,51.8,57,0,43.62,clear sky
643,Nivala,FI,63.92,24.97,36.0,97,100,1.99,overcast clouds
644,Cimislia,MD,46.52,28.78,46.4,93,90,12.75,overcast clouds
645,Puerto Del Rosario,ES,28.5,-13.86,71.6,78,0,10.29,clear sky
646,Miranda,CO,3.25,-76.23,67.3,76,100,2.55,light rain
647,Ronde,DK,56.3,10.48,55.4,93,100,6.93,light rain
648,Ha Tinh,VN,18.33,105.9,73.76,92,100,4.88,overcast clouds
649,Rio Gallegos,AR,-51.62,-69.22,50.0,71,0,3.36,clear sky
650,Cap Malheureux,MU,-19.98,57.61,68.0,72,40,9.17,shower rain
651,Astana,KZ,51.18,71.45,17.6,92,0,2.24,clear sky
652,Rafai,CF,4.95,23.92,69.6,97,100,1.63,light rain
653,Prado,BR,-17.34,-39.22,72.88,92,100,8.61,heavy intensity rain
654,Sampit,ID,-2.53,112.95,88.25,62,31,2.35,scattered clouds
655,Staunton,US,38.15,-79.07,41.0,93,1,3.36,clear sky
656,Zapolyarnyy,RU,69.42,30.81,32.0,98,75,11.41,broken clouds
657,Natal,BR,-5.79,-35.21,78.8,83,20,5.82,few clouds
658,Kasongo,CD,-4.45,26.67,65.84,98,30,1.88,scattered clouds
659,Akdepe,TM,42.06,59.38,35.6,51,0,9.17,clear sky
660,Cruz Alta,BR,-28.64,-53.61,55.06,81,0,13.2,clear sky
